Strength 6, Cards:  11 11 11 11 11, Bid:  435, Rank:  1000, Winnings:  435000
Strength 0, Cards:   4 11 14 13  5, Bid:  827, Rank:    49, Winnings:   40523
Strength 0, Cards:   4 11  3 10 13, Bid:  673, Rank:    48, Winnings:   32304
Strength 0, Cards:   4 10 14  5  2, Bid:  448, Rank:    47, Winnings:   21056
Strength 0, Cards:   4  9 11  7 10, Bid:  764, Rank:    46, Winnings:   35144
Strength 0, Cards:   4  9 10  3  2, Bid:  304, Rank:    45, Winnings:   13680
Strength 0, Cards:   4  9  2 14 13, Bid:  199, Rank:    44, Winnings:    8756
Strength 0, Cards:   4  9  2 10 12, Bid:  105, Rank:    43, Winnings:    4515
Strength 0, Cards:   4  8  9  7 12, Bid:  769, Rank:    42, Winnings:   32298
Strength 0, Cards:   4  8  3  6 13, Bid:  285, Rank:    41, Winnings:   11685
Strength 0, Cards:   4  7  8  6  9, Bid:  529, Rank:    40, Winnings:   21160
Strength 0, Cards:   4  3 14 12 10, Bid:  405, Rank:    39, Winnings:   15795
Strength 0, Cards:   4  3 10  6  8, Bid:  640, Rank:    38, Winnings:   24320
Strength 0, Cards:   4  2 11 10  5, Bid:   31, Rank:    37, Winnings:    1147
Strength 0, Cards:   4  2  7  8 14, Bid:  487, Rank:    36, Winnings:   17532
Strength 0, Cards:   4  2  7  3 13, Bid:  689, Rank:    35, Winnings:   24115
Strength 0, Cards:   4  2  3 10  5, Bid:  354, Rank:    34, Winnings:   12036
Strength 0, Cards:   3 14  6  8 10, Bid:  461, Rank:    33, Winnings:   15213
Strength 0, Cards:   3 12 14  8  5, Bid:  554, Rank:    32, Winnings:   17728
Strength 0, Cards:   3 12  9 13  7, Bid:  277, Rank:    31, Winnings:    8587
Strength 0, Cards:   3 12  9  5  8, Bid:  537, Rank:    30, Winnings:   16110
Strength 0, Cards:   3 11 14  4 13, Bid:  902, Rank:    29, Winnings:   26158
Strength 0, Cards:   3 11 13  4 12, Bid:  204, Rank:    28, Winnings:    5712
Strength 0, Cards:   3 11  7  9  8, Bid:   92, Rank:    27, Winnings:    2484
Strength 0, Cards:   3 10 13  4  7, Bid:  617, Rank:    26, Winnings:   16042
Strength 0, Cards:   3  9 12  4  2, Bid:    3, Rank:    25, Winnings:      75
Strength 0, Cards:   3  9  7 13  2, Bid:  370, Rank:    24, Winnings:    8880
Strength 0, Cards:   3  9  2 14 13, Bid:  558, Rank:    23, Winnings:   12834
Strength 0, Cards:   3  7  9  5  8, Bid:   62, Rank:    22, Winnings:    1364
Strength 0, Cards:   3  7  2  5 11, Bid:  579, Rank:    21, Winnings:   12159
Strength 0, Cards:   3  5 11  7 10, Bid:  668, Rank:    20, Winnings:   13360
Strength 0, Cards:   3  5  6  9  8, Bid:  515, Rank:    19, Winnings:    9785
Strength 0, Cards:   3  4 12  6 11, Bid:  607, Rank:    18, Winnings:   10926
Strength 0, Cards:   3  2 11 12 10, Bid:  443, Rank:    17, Winnings:    7531
Strength 0, Cards:   3  2 11  5  4, Bid:  289, Rank:    16, Winnings:    4624
Strength 0, Cards:   2 13  5  4  6, Bid:  963, Rank:    15, Winnings:   14445
Strength 0, Cards:   2 13  4  5 10, Bid:  415, Rank:    14, Winnings:    5810
Strength 0, Cards:   2 12  9  3 10, Bid:  659, Rank:    13, Winnings:    8567
Strength 0, Cards:   2 10  4  8  3, Bid:  710, Rank:    12, Winnings:    8520
Strength 0, Cards:   2  9 12 14  4, Bid:  847, Rank:    11, Winnings:    9317
Strength 0, Cards:   2  8 11 13  6, Bid:  926, Rank:    10, Winnings:    9260
Strength 0, Cards:   2  8 10  4 12, Bid:  398, Rank:     9, Winnings:    3582
Strength 0, Cards:   2  8  5 11  7, Bid:  246, Rank:     8, Winnings:    1968
Strength 0, Cards:   2  7  4  3  8, Bid:  509, Rank:     7, Winnings:    3563
Strength 0, Cards:   2  6 10 12  9, Bid:  760, Rank:     6, Winnings:    4560
Strength 0, Cards:   2  4 11 14 10, Bid:  495, Rank:     5, Winnings:    2475
Strength 0, Cards:   2  4 10  7 13, Bid:  758, Rank:     4, Winnings:    3032
Strength 0, Cards:   2  4  9  7 10, Bid:  786, Rank:     3, Winnings:    2358
Strength 0, Cards:   2  4  6 12 11, Bid:  752, Rank:     2, Winnings:    1504
Strength 0, Cards:   2  3  7  6 13, Bid:  641, Rank:     1, Winnings:     641
